x,y,z_true,z_smooth
-1.6666666666666667,0.5,-0.16844780301459422,-0.19975981759437714
-1.6666666666666667,0.6666666666666665,-0.22238359722242415,-0.2490571808198052
-1.6666666666666667,0.8333333333333335,-0.2884366140089746,-0.3062750388303939
-1.6666666666666667,1,-0.36427510173852784,-0.3778143541479343
-1.6666666666666667,1.1666666666666665,-0.4471974958811053,-0.4561077185914121
-1.6666666666666667,1.3333333333333335,-0.5342146243131501,-0.5346432867678437
-1.6666666666666667,1.5,-0.6221409373829588,-0.6214053653810651
-1.6666666666666667,1.6666666666666665,-0.7076921035197548,-0.7144654723823469
-1.6666666666666667,1.8333333333333335,-0.7875861211768984,-0.8080664899840003
-1.6666666666666667,2,-0.8586449894341349,-0.9044497712814212
-1.5,-2,-0.8011436155469337,-0.8157381768784076
-1.5,-1.8333333333333333,-0.7159487285832418,-0.715392374479824
-1.5,-1.6666666666666667,-0.6221409373829588,-0.6159386387752777
-1.5,-1.5,-0.5231338942888556,-0.5186532954460362
-1.5,-1.3333333333333335,-0.422440426960637,-0.4247957914183184
-1.5,-1.1666666666666665,-0.32356622768613696,-0.3346198472472245
-1.5,-1,-0.22990426425114874,-0.24789319905734553
-1.5,-0.8333333333333333,-0.1446329678123653,-0.1686701400276245
-1.5,-0.6666666666666667,-0.07062113936525041,-0.10116166202224217
-1.5,-0.5,-0.010342318905209227,-0.04537054919364474
-1.5,-0.33333333333333326,0.03419891408883562,-0.00385830989053337
-1.5,-0.16666666666666674,0.061526585801491916,0.02095083450694142
-1.5,0,0.0707372016677029,0.029260030299158905
-1.5,0.16666666666666652,0.061526585801491916,0.020878271815229055
-1.5,0.3333333333333335,0.03419891408883562,-0.004297429273228015
-1.5,0.5,-0.010342318905209227,-0.04593190065206772
-1.5,0.6666666666666665,-0.07062113936525019,-0.10163144622366495
-1.5,0.8333333333333335,-0.1446329678123655,-0.16914967882259396
-1.5,1,-0.22990426425114874,-0.24837238953300864
-1.5,1.1666666666666665,-0.32356622768613696,-0.33539263531627994
